date,decision_date,trial_id,construction_tag,r_method,r_null_a,r_null_b,r_null_c,r_active_vs_a,turnover
2005-08-31,2005-07-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0060476683896887795,0.006047668389688779,-0.0036081720768856027,0.011374381991333886,8.673617379884035e-19,0.45331305981573333
2005-09-30,2005-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.002345399682249528,-0.002345399682249528,0.00797819670265789,-0.0106908782164406,0.0,0.002037195746192301
2005-10-31,2005-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.02162491025494615,-0.02162491025494615,-0.028313273923346448,-0.015931763415154995,0.0,0.006706246517624151
2005-11-30,2005-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.02831024475154881,0.02831024475154881,0.04282494849954321,0.019690773980323324,0.0,0.004816609603239014
2005-12-30,2005-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.010075953859963347,0.010075953859963347,0.005708781824457073,0.011850795946152695,0.0,0.001972384813660761
2006-01-31,2005-12-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.027908919416515025,0.027908919416515025,0.050713860355906255,0.0076617440654677335,0.0,0.0003903490021071286
2006-02-28,2006-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.001707356929856452,0.001707356929856452,0.0005694159346649768,0.0017860234502854087,0.0,0.006051186992792005
2006-03-31,2006-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.009068742148824504,0.009068742148824504,0.028118018283418932,-0.00684133533984275,0.0,0.0006002199338719719
2006-04-28,2006-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0018937813529202215,0.0018937813529202215,0.009067010242431782,-0.0050722833899721955,0.0,0.0006631943519318402
2006-05-31,2006-04-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.022381422785792544,-0.022381422785792544,-0.0368816949492967,-0.011844953921915171,0.0,0.002542455593184202
2006-06-30,2006-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0024330328345118207,0.0024330328345118207,0.00040823098702776403,0.00395975791274638,0.0,0.004390209299351484
2006-07-31,2006-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.0011569364245196964,-0.0011569364245196964,-0.013129957251387379,0.007228663145280752,0.0,0.000550317654668727
2006-08-31,2006-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01953936310332352,0.01953936310332352,0.02025572412451341,0.019017631398639507,0.0,0.0034774919233393348
2006-09-29,2006-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.012559370359981892,0.012559370359981892,0.012501215443038526,0.015035116710933145,0.0,0.0031046430788568835
2006-10-31,2006-09-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.025439384726298746,0.025439384726298746,0.03878913676877088,0.014588763175219212,0.0,0.0008667236739347654
2006-11-30,2006-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.021088931049410137,0.021088931049410137,0.026022701174036374,0.017698857583562197,0.0,0.0008768782405330668
2006-12-29,2006-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.001845454974438396,-0.001845454974438396,0.004465569276127871,-0.007666238512726748,0.0,0.0019446044957155233
2007-01-31,2006-12-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.010509589800744104,0.010509589800744104,0.019881656863875677,0.0038461254210709144,0.0,0.0036742443498860924
2007-02-28,2007-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0067573583753372584,0.0067573583753372584,-0.0015472457203371277,0.010894142118622673,0.0,0.00034842533151900265
2007-03-30,2007-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.005183705042701525,0.005183705042701525,0.011354964726977144,0.0002996666097273107,0.0,0.0010057185804608453
2007-04-30,2007-03-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.019342626885279712,0.019342626885279712,0.026814660057762958,0.01659310724039737,0.0,0.0008489214644052216
2007-05-31,2007-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01643185240103668,0.01643185240103668,0.03505115367439374,0.0030811977911824303,0.0,0.0009058217183033727
2007-06-29,2007-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.01125256891233253,-0.01125256891233253,-0.016250067373654562,-0.007523650538626845,0.0,0.0024925856436597664
2007-07-31,2007-06-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.01498228903847837,-0.01498228903847837,-0.03922434522908801,0.005200568306958772,0.0,0.0010406003113938855
2007-08-31,2007-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.013957449270576398,0.013957449270576398,0.012503863511323264,0.015407052960683211,0.0,0.011348337409164338
2007-09-28,2007-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01682258130540434,0.01682258130540434,0.025023447763859813,0.01369305512173774,0.0,0.001444432160123174
2007-10-31,2007-09-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01575851778275419,0.01575851778275419,0.019047499254360774,0.014022648993329471,0.0,0.0008405251713700483
2007-11-30,2007-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.011302467504753009,-0.011302467504753009,-0.044620815419701254,0.013376900908381513,0.0,0.0010653107490578226
2007-12-31,2007-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.0061547616841238885,-0.0061547616841238885,-0.00937122136054672,-0.0032305839741514795,0.0,0.0139720668635449
2008-01-31,2007-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.019999836892572485,-0.019999836892572485,-0.05064699859573155,-0.0026918646208124028,0.0,0.0010507038144219223
2008-02-29,2008-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.004927137455404296,-0.004927137455404296,-0.015250072733667292,-0.003700715490869771,0.0,0.08301716967742215
2008-03-31,2008-02-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.002100229287046332,-0.002100229287046332,-0.009134128890776264,0.002820418650548884,0.0,0.005836744670936863
2008-04-30,2008-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.012195322519766747,0.012195322519766747,0.038065515117956805,-0.0009620882109609236,0.0,0.004503123146962877
2008-05-30,2008-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.007330698245319677,0.007330698245319677,0.026797450954795646,-0.006694003827348431,0.0,0.005349546518639201
2008-06-30,2008-05-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.026930876066066776,-0.026930876066066776,-0.059540076707212015,-0.01768314241774254,0.0,0.0006532372617013942
2008-07-31,2008-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.0015947869503027477,-0.0015947869503027477,-0.0029648511223480042,-0.0009153823627686465,0.0,0.019843452489861243
2008-08-29,2008-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0068005645622517255,0.0068005645622517255,0.009055211986097322,0.008234213063501082,0.0,0.002730436322041979
2008-09-30,2008-08-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.03312792934902511,-0.03312792934902511,-0.07007148523062715,-0.01543980953984012,0.0,0.004101210407156362
2008-10-31,2008-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.10723623110807737,-0.10723623110807737,-0.18115960602678488,-0.06507795119460622,0.0,0.019291595681968247
2008-11-28,2008-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.012454306850118287,-0.012454306850118287,-0.05988600180116905,0.03739046513356799,0.0,0.11458213873672002
2008-12-31,2008-11-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.05423885755471774,0.05423885755471774,0.04865073005921573,0.053641828062838806,0.0,0.02024522613201865
2009-01-30,2008-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.06848645506075887,-0.06848645506075887,-0.07977048619017893,-0.064160198795049,0.0,0.022905455909516245
2009-02-27,2009-01-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.06274688111900724,-0.06274688111900724,-0.08957350243057567,-0.03576690132548064,0.0,0.02934691172978959
2009-03-31,2009-02-27,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.05016097969524614,0.05016097969524614,0.06673075809025408,0.035521617957344195,0.0,0.013504584908894113
2009-04-30,2009-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.06144729893885306,0.06144729893885306,0.11099092716539304,4.9162162566058543e-05,0.0,0.008293859616246364
2009-05-29,2009-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0384704158793559,0.0384704158793559,0.05411725760135923,0.020206886577594525,0.0,0.045282918770237664
2009-06-30,2009-05-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.002317887441994722,-0.002317887441994722,-0.00012039806370187697,-0.00419038252503745,0.0,0.011647871296022995
2009-07-31,2009-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.04850461531458878,0.04850461531458878,0.07349359048510164,0.02189468383124642,0.0,0.0015312550239141784
2009-08-31,2009-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.025455984563973178,0.025455984563973178,0.03369819332784998,0.01635262726154876,0.0,0.010036947410811996
2009-09-30,2009-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.03344598041438433,0.03344598041438433,0.04416797521901056,0.02153233689503389,0.0,0.001146948524779267
2009-10-30,2009-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.02208379908943073,-0.02208379908943073,-0.03360470441319147,-0.007957671521011461,0.0,0.0008138847185230579
2009-11-30,2009-10-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.03426610613967965,0.03426610613967965,0.04215550532799054,0.027778313480891794,0.0,0.001899700051404659
2009-12-31,2009-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0071234409811211504,0.0071234409811211504,0.035692276081146626,-0.024904430707604133,0.0,0.002158746458839119
2010-01-29,2009-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.013863324943837744,-0.013863324943837744,-0.029505422778376283,0.001990381795850637,0.0,0.0010175585203730901
2010-02-26,2010-01-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.022739175929963818,0.022739175929963818,0.03567946611353921,0.010207171492829034,0.0,0.03960967793171077
2010-03-31,2010-02-26,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.03199207419697098,0.03199207419697098,0.058972770044759676,0.006952126673438721,0.0,0.0015300429476517129
2010-04-30,2010-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.026054164873653474,0.026054164873653474,0.03457695351562005,0.0179991839233635,0.0,0.006225669964271447
2010-05-28,2010-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.024338783039898764,-0.024338783039898764,-0.0600459511207715,0.003787217327077866,0.0,0.22493526089446977
2010-06-30,2010-05-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.011458597675870192,-0.011458597675870192,-0.04232336590336426,0.010376437618453053,0.0,0.019240097433006694
2010-07-30,2010-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.02762961664674667,0.02762961664674667,0.053579081019391114,0.010232450945494628,0.0,0.005850780968075394
2010-08-31,2010-07-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.00762579786112057,-0.00762579786112057,-0.037333970579310254,0.011467346629933123,0.0,0.003361727183022141
2010-09-30,2010-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.04061864733699222,0.04061864733699222,0.08480999282589685,0.011097880535068948,0.0,0.00459235757520586
2010-10-29,2010-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.014346955688726203,0.014346955688726203,0.031837914996346736,0.003453515473455628,0.0,0.00929357862585645
2010-11-30,2010-10-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.001255462296648271,-0.001255462296648271,0.011213383740147135,-0.009348148893822072,0.0,0.16557638747764292
2010-12-31,2010-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01301955224092897,0.01301955224092897,0.05182236030725275,-0.010945277233226365,0.0,0.002141924037425781
2011-01-31,2010-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0008728289357095354,0.0008728289357095354,0.0063608340380023245,-0.0025193892513729523,0.0,0.004566166449952296
2011-02-28,2011-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.022234608700960945,0.022234608700960945,0.03794206505360366,0.014482952613645255,0.0,0.001054579651217795
2011-03-31,2011-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.003595932869808126,0.003595932869808126,0.01222795252305264,-0.0012399152196890186,0.0,0.00535835752087086
2011-04-29,2011-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.023338613541448703,0.023338613541448703,0.03228960383906746,0.01832551637102782,0.0,0.0008141021839063716
2011-05-31,2011-04-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.00155851856796374,0.00155851856796374,-0.011818254013091922,0.010287271039125497,0.0,0.0029217080064178474
2011-06-30,2011-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.009798431206059135,-0.009798431206059135,-0.018032890713049376,-0.004537307194014522,0.0,0.0007158428040811102
2011-07-29,2011-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0038838725491776023,0.0038838725491776023,-0.013644989008103205,0.014085010187335295,0.0,0.08447069354583803
2011-08-31,2011-07-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.007810587265165754,-0.007810587265165754,-0.04576615133751072,0.014453268149067222,0.0,0.00040674772347292984
2011-09-30,2011-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.02775276175772775,-0.02775276175772775,-0.07778171127090967,0.003938310913555995,0.0,0.007120955542350933
2011-10-31,2011-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.04181960874566738,0.04181960874566738,0.09981475028055868,0.008727037037664314,0.0,0.016926188629229955
2011-11-30,2011-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0008665768414501491,0.0008665768414501491,-0.0016474440598425704,0.0015106249387919519,0.0,0.012050651308389901
2011-12-30,2011-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.004606825320032674,0.004606825320032674,-0.0013809286082563186,0.009526631130066663,0.0,0.0004688918704777844
2012-01-31,2011-12-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.025935974617750227,0.025935974617750227,0.052222802014819686,0.0117953217474628,0.0,0.0006511014205784378
2012-02-29,2012-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.009391248228032835,0.009391248228032835,0.027769373667166863,-0.0005856531593054433,0.0,0.003054658096826937
2012-03-30,2012-02-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,1.9354377853529e-05,1.9354377853529032e-05,0.012906458073582695,-0.005829232613463834,-3.049318610115481e-20,0.005224543594655847
2012-04-30,2012-03-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.004984697459500613,0.004984697459500613,-0.0057008355754902176,0.010502508982928637,0.0,0.0013980118093098824
2012-05-31,2012-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.014592847602647641,-0.014592847602647641,-0.05426522783837291,0.007392070424900781,0.0,0.00017094960642964271
2012-06-29,2012-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01071503379110839,0.01071503379110839,0.02926217272016596,0.001998923864321437,0.0,0.008014188850189726
2012-07-31,2012-06-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.008646891397145706,0.008646891397145706,0.0032314501997509695,0.011197084552495113,0.0,0.00072213596801988
2012-08-31,2012-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.012120922677534653,0.012120922677534653,0.028703914121845787,0.0030308739339117087,0.0,0.0006377506292028785
2012-09-28,2012-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.007299715280885753,0.007299715280885753,0.019660719473636235,0.0014339983836460842,0.0,0.0006454028425315044
2012-10-31,2012-09-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.006344192960840471,-0.006344192960840471,-0.012405657931023077,-0.003061577934417433,0.0,6.593410857428685e-05
2012-11-30,2012-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.007367936890860488,0.007367936890860488,0.011607005088398247,0.004946915753778743,0.0,0.0009245348505584703
2012-12-31,2012-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0007996474174165034,0.0007996474174165034,0.014435178538939525,-0.0021494578216265923,0.0,0.13116660320542955
2013-01-31,2012-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.005561556207332999,0.005561556207332999,0.037014892722554975,-0.00010826484613311208,0.0,0.19564075817656496
2013-02-28,2013-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.005792915349576837,0.005792915349576837,0.0037070160823169163,0.006669390657274668,0.0,0.0022421067786322652
2013-03-28,2013-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.008187245646792693,0.008187245646792693,0.025228211801615923,0.005126393631375533,0.0,0.0006164427520234592
2013-04-30,2013-03-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.012631903352089769,0.012631903352089769,0.007244775294994621,0.012216566267967232,0.0,0.0008167075637644308
2013-05-31,2013-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.013384730087931503,-0.013384730087931503,0.004697472845939733,-0.014413321807910568,0.0,0.004108100343106677
2013-06-28,2013-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.019703777638967215,-0.019703777638967215,-0.019792138264219352,-0.017504056577634246,0.0,0.016016940953483768
2013-07-31,2013-06-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.015955914185143253,0.015955914185143253,0.04126275203975421,0.010510673289912316,0.0,0.020206851917287338
2013-08-30,2013-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.012640585069260234,-0.012640585069260234,-0.018142157894570923,-0.0102368208178523,0.0,0.005555237384631555
2013-09-30,2013-08-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.018324689832315798,0.018324689832315798,0.031765072551040587,0.014812720211612842,0.0,0.07884191597249339
2013-10-31,2013-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.013595282700162801,0.013595282700162801,0.022892513364778246,0.01063445449709192,0.0,0.004942330957313614
2013-11-29,2013-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0008643640076041188,0.0008643640076041188,0.010540064941605826,0.0015976823408277005,0.0,0.0020344214385922352
2013-12-31,2013-11-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.0007988818347998665,-0.0007988818347998664,0.010288097816752306,-0.0039195453159332,-1.0842021724855044e-19,0.0018762092462504976
2014-01-31,2013-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.006718814115306969,0.006718814115306969,-0.011528544368222022,0.01051773023201165,0.0,0.010648064355028871
2014-02-28,2014-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.01649408354027163,0.01649408354027163,0.03482665787864815,0.009056985909093849,0.0,0.0011951592105968484
2014-03-31,2014-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0002572207694152338,0.0002572207694152338,0.001147897263890049,-0.0008096116257129728,0.0,0.004107712890598679
2014-04-30,2014-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.004112689133407318,0.004112689133407318,-0.0033862975477336587,0.0034599214226892607,0.0,0.0015717569360571056
2014-05-30,2014-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.011851334931267466,0.011851334931267466,0.011864074954736787,0.010357634008045303,0.0,0.000342791118832975
2014-06-30,2014-05-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.008837203520552126,0.008837203520552126,0.02320869617786505,0.005447740671201952,0.0,0.0016140917949347428
2014-07-31,2014-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.009473956574660143,-0.009473956574660143,-0.024697621649021992,-0.006551051304369668,0.0,0.0006545338679684164
2014-08-29,2014-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.017295763738275616,0.017295763738275616,0.026405122846292175,0.01479488708903219,0.0,0.0033936524165918466
2014-09-30,2014-08-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,-0.016472456491481074,-0.016472456491481074,-0.03053893291403807,-0.010471595813616836,0.0,0.005156200011242763
2014-10-31,2014-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0145074722655362,0.0145074722655362,0.02468580734004039,0.012350401494884884,0.0,0.006663394763944558
2014-11-28,2014-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.006442585177108323,0.006442585177108323,0.006164748894459063,0.00841693472725173,0.0,0.03475238076910815
2014-12-31,2014-11-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0009773215202072295,0.0009773215202072295,-0.00033215669114984407,0.0016417252250779425,0.0,0.0007113387644537544
