date,trial_id,construction_tag,mix_lambda,avg_abs_corr,sync_score,stress_months_used,w_vs_uncond_erc_norm,fallback_flag,pi_hat_0,n_obs_pool_0,pi_hat_1,n_obs_pool_1
2007-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.7648398001013434,0.8885245901639345,12,0.0,1,,0,,0
2007-09-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.7634706086398387,0.8903225806451613,12,0.0,1,,0,,0
2007-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.7621720430170515,0.8920634920634921,12,0.0,1,,0,,0
2007-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.7742116353760881,0.8921875,12,0.0,1,,0,,0
2007-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.7731705755603097,0.8938461538461538,12,0.0,1,,0,,0
2008-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6581399824952026,0.8612440191387561,12,0.0,1,,0,,0
2008-02-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6538467113532511,0.8601398601398603,12,0.0,1,,0,,0
2008-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6565096031805869,0.8545454545454547,12,0.0,1,,0,,0
2008-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6562909139722586,0.8536585365853661,12,0.0,1,,0,,0
2008-05-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6535059800108022,0.852813852813853,12,0.0,1,,0,,0
2008-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6586089215654863,0.8520084566596197,12,0.0,1,,0,,0
2008-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6506723281945421,0.8450413223140498,12,0.0,1,,0,,0
2008-08-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6475347675022546,0.8444444444444448,12,0.0,1,,0,,0
2008-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6518907189954027,0.8438735177865616,12,0.0,1,,0,,0
2008-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6879161689723053,0.8471953578336561,12,0.0,1,,0,,0
2008-11-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6951744705633541,0.8465909090909092,12,0.0,1,,0,,0
2008-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6825314364978348,0.849721706864564,12,0.0,1,,0,,0
2009-01-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6504410138732702,0.850909090909091,12,0.0,1,,0,,0
2009-02-27,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6473753074792858,0.8520499108734403,12,0.0,1,,0,,0
2009-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6407961340923365,0.8531468531468531,12,0.0,1,,0,,0
2009-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6752534304453353,0.8593481989708405,12,0.0,1,,0,,0
2009-05-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6798444442123615,0.8602693602693603,12,0.0,1,,0,,0
2009-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6778263664290718,0.8595041322314049,12,0.0,1,,0,,0
2009-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6881161879074476,0.8587662337662338,12,0.0,1,,0,,0
2009-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.686769415778178,0.861244019138756,12,0.0,1,,0,,0
2009-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6865916713068273,0.8636363636363636,12,0.0,1,,0,,0
2009-10-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.683423874343025,0.864406779661017,12,0.0,1,,0,,0
2009-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6832047523906867,0.8666666666666667,12,0.0,1,,0,,0
2009-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6822333131342956,0.8658718330849479,12,0.0,1,,0,,0
2010-01-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6902846398813994,0.8621700879765395,12,0.0,1,,0,,0
2010-02-26,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6909004290682023,0.8643578643578642,12,0.0,1,,0,,0
2010-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6938463434894568,0.8664772727272727,12,0.0,1,,0,,0
2010-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6192007814749053,0.8423076923076922,12,0.0,1,,0,,0
2010-05-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6218284231791235,0.8421717171717171,12,0.0,1,,0,,0
2010-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6208245379132721,0.8407960199004975,12,0.0,1,,0,,0
2010-07-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6204565936709332,0.8406862745098039,12,0.0,1,,0,,0
2010-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6205650972262995,0.8393719806763285,12,0.0,1,,0,,0
2010-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6237188100126535,0.8404761904761904,12,0.0,1,,0,,0
2010-10-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6002456999842334,0.8274428274428275,12,0.0,1,,0,,0
2010-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5958491358787256,0.8218623481781377,12,0.0,1,,0,,0
2010-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5901763020470984,0.8205128205128205,12,0.0,1,,0,,0
2011-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5887460219383241,0.8153846153846154,12,0.0,1,,0,,0
2011-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5909559929173235,0.8198874296435271,12,0.0,1,,0,,0
2011-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5892878441591061,0.8168498168498168,12,0.0,1,,0,,0
2011-04-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5902914574013586,0.8211091234347048,12,0.0,1,,0,,0
2011-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5889515897080609,0.8199300699300699,12,0.0,1,,0,,0
2011-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6512748926170432,0.8444444444444444,12,0.0,1,,0,,0
2011-07-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6487986399947614,0.8411371237458194,12,0.0,1,,0,,0
2011-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.647667833962281,0.839607201309329,12,0.0,1,,0,,0
2011-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6564659434326171,0.8397435897435898,12,0.0,1,,0,,0
2011-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6618737272166875,0.8414442700156985,12,0.0,1,,0,,0
2011-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6617981840970898,0.8369230769230768,12,0.0,1,,0,,0
2011-12-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6598801084143674,0.8265460030165911,12,0.0,1,,0,,0
2012-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6619966722562034,0.8298816568047336,12,0.0,1,,0,,0
2012-02-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6562511741548486,0.8287373004354135,12,0.0,1,,0,,0
2012-03-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6548708611514907,0.8276353276353274,12,0.0,1,,0,,0
2012-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6547266661033111,0.8265734265734263,12,0.0,1,,0,,0
2012-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6576992057244557,0.8269230769230769,12,0.0,1,,0,,0
2012-06-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6568403223484507,0.8286099865047233,12,0.0,1,,0,,0
2012-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6562505633794294,0.8236074270557029,12,0.0,1,,0,,0
2012-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6564429110140103,0.8252933507170794,12,0.0,1,,0,,0
2012-09-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.656478942444758,0.8269230769230768,12,0.0,1,,0,,0
2012-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6561017048634505,0.8272383354350566,12,0.0,1,,0,,0
2012-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6798950569336694,0.8035714285714284,12,0.0,1,,0,,0
2012-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6630780300260072,0.7801801801801803,12,0.0,1,,0,,0
2013-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6684681739078097,0.7789473684210527,12,0.0,1,,0,,0
2013-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6675528434406609,0.7811965811965813,12,0.0,1,,0,,0
2013-03-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6662036138954069,0.7833333333333333,12,0.0,1,,0,,0
2013-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6611784298198191,0.7837398373983739,12,0.0,1,,0,,0
2013-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6478129058624753,0.7777777777777777,12,0.0,1,,0,,0
2013-06-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6382013535003783,0.786046511627907,12,0.0,1,,0,,0
2013-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.6379657059826706,0.7893939393939392,12,0.0,1,,0,,0
2013-08-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5888892133349173,0.7708333333333334,12,0.0,1,,0,,0
2013-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5819931295910549,0.7771739130434783,12,0.0,1,,0,,0
2013-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5803832779626927,0.7805851063829787,12,0.0,1,,0,,0
2013-11-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5795690586782277,0.7786458333333334,12,0.0,1,,0,,0
2013-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5765695180658118,0.7729591836734694,12,0.0,1,,0,,0
2014-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5784442009988453,0.76875,12,0.0,1,,0,,0
2014-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5782556483380326,0.7732843137254902,12,0.0,1,,0,,0
2014-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5773053552467569,0.765625,12,0.0,1,,0,,0
2014-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5762940867302694,0.7570754716981132,12,0.0,1,,0,,0
2014-05-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.575397064272068,0.7604166666666666,12,0.0,1,,0,,0
2014-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5749575310560485,0.7636363636363637,12,0.0,1,,0,,0
2014-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5728236288025149,0.7678571428571429,12,0.0,1,,0,,0
2014-08-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5694932359824972,0.7708333333333334,12,0.0,1,,0,,0
2014-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5653075330739571,0.7758620689655172,12,0.0,1,,0,,0
2014-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5561000482213735,0.7773933102652825,12,0.0,1,,0,,0
2014-11-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5549716775672566,0.7794117647058822,12,0.0,1,,0,,0
2014-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5506473042044956,0.7735849056603772,12,0.0,1,,0,,0
2015-01-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5495813039939953,0.770152505446623,12,0.0,1,,0,,0
2015-02-27,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5503065600274957,0.766844919786096,12,0.0,1,,0,,0
2015-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5493552821982614,0.7594537815126051,12,0.0,1,,0,,0
2015-04-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5490507794207748,0.7573099415204679,12,0.0,1,,0,,0
2015-05-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5486127261920385,0.7538314176245212,12,0.0,1,,0,,0
2015-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5449894899786666,0.7542372881355933,12,0.0,1,,0,,0
2015-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.54308488751261,0.7472222222222223,12,0.0,1,,0,,0
2015-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.543067796704973,0.7513661202185794,12,0.0,1,,0,,0
2015-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5426572417644485,0.7508960573476704,12,0.0,1,,0,,0
2015-10-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5450132679927621,0.7530864197530865,12,0.0,1,,0,,0
2015-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5438947742336562,0.7491319444444444,12,0.0,1,,0,,0
2015-12-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5430402435874973,0.7521367521367521,12,0.0,1,,0,,0
2016-01-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5452269330545257,0.7516835016835016,12,0.0,1,,0,,0
2016-02-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5442201335539413,0.7529021558872305,12,0.0,1,,0,,0
2016-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5481242087555865,0.7565359477124183,12,0.0,1,,0,,0
2016-04-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5470510790680253,0.7592592592592592,12,0.0,1,,0,,0
2016-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5460128476699482,0.7587301587301587,12,0.0,1,,0,,0
2016-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5439183663323811,0.7613458528951486,12,0.0,1,,0,,0
2016-07-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5073968709318812,0.7820867959372115,12,0.0,1,,0,,0
2016-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5068322942703583,0.779491833030853,12,0.0,1,,0,,0
2016-09-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.5051795490264379,0.7778768956289027,12,0.0,1,,0,,0
2016-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.504693475090562,0.781578947368421,12,0.0,1,,0,,0
2016-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.493454492011675,0.7773943054357204,12,0.0,1,,0,,0
2016-12-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4934834027878863,0.7801358234295416,12,0.0,1,,0,,0
2017-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4927937415641588,0.7827903091060985,12,0.0,1,,0,,0
2017-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.49166700255081774,0.7796052631578948,12,0.0,1,,0,,0
2017-03-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4906008358262422,0.7757085020242915,12,0.0,1,,0,,0
2017-04-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.49007881797525993,0.777511961722488,12,0.0,1,,0,,0
2017-05-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4884217815716728,0.774548311076198,12,0.0,1,,0,,0
2017-06-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.48768869422453637,0.7739938080495357,12,0.0,1,,0,,0
2017-07-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.48756189461448235,0.7772692601067888,12,0.0,1,,0,,0
2017-08-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4875360221194288,0.7729323308270677,12,0.0,1,,0,,0
2017-09-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4871654132003715,0.770941438102298,12,0.0,1,,0,,0
2017-10-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.48637720763724585,0.7726608187134504,12,0.0,1,,0,,0
2017-11-30,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4859824241773804,0.7736121124729634,12,0.0,1,,0,,0
2017-12-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4854657216410493,0.7745376955903273,12,0.0,1,,0,,0
2018-01-31,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.48427012764540023,0.7740350877192984,12,0.0,1,,0,,0
2018-02-28,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.4843031114937376,0.7770083102493076,12,0.0,1,,0,,0
2018-03-29,rr_erc_pathA_stress_sw12_lam25_cat,stress_corr_overlay,0.0,0.48312530816508586,0.7764866712235134,12,0.0,1,,0,,0
